Fecha,Producto,Región,Ventas
2024-02-11,B,Sur,74
2024-04-10,A,Oeste,444
2024-01-06,D,Oeste,251
2024-06-28,C,Este,322
2024-10-08,B,Sur,85
2024-11-15,D,Oeste,272
2024-08-13,D,Oeste,401
2024-11-10,D,Centro,326
2024-12-30,B,Norte,67
2024-08-16,B,Oeste,237
2024-10-15,E,Sur,451
2024-05-29,E,Este,306
2024-10-03,A,Centro,191
2024-07-16,B,Sur,185
2024-03-10,B,Centro,499
2024-04-21,B,Norte,356
2024-01-04,E,Oeste,128
2024-12-15,D,Sur,493
2024-11-26,C,Este,467
2024-11-13,E,Norte,341
2024-12-15,B,Norte,111
2024-04-04,E,Centro,178
2024-05-31,A,Norte,390
2024-11-06,B,Sur,347
2024-05-16,A,Centro,306
2024-09-03,B,Norte,261
2024-08-30,E,Este,103
2024-01-31,D,Sur,224
2024-02-09,C,Este,149
2024-08-16,A,Este,88
2024-02-05,E,Centro,463
2024-08-10,D,Oeste,312
2024-01-06,E,Centro,199
2024-11-17,A,Sur,170
2024-08-07,C,Sur,227
2024-03-15,E,Centro,350
2024-01-04,B,Oeste,379
2024-11-30,D,Centro,169
2024-05-13,E,Sur,121
2024-04-27,D,Oeste,268
2024-04-03,B,Sur,443
2024-03-02,C,Oeste,447
2024-07-12,C,Oeste,351
2024-11-30,B,Centro,172
2024-07-21,D,Centro,293
2024-01-26,E,Centro,423
2024-06-21,B,Oeste,124
2024-10-26,A,Oeste,55
2024-05-12,D,Sur,70
2024-11-21,C,Este,239
2024-04-27,B,Centro,274
2024-11-19,C,Sur,452
2024-10-01,D,Sur,152
2024-07-30,C,Norte,393
2024-08-12,B,Centro,148
2024-01-20,D,Sur,367
2024-04-22,A,Norte,412
2024-05-19,B,Centro,132
2024-02-16,E,Oeste,230
2024-01-01,B,Norte,201
2024-03-30,D,Oeste,105
2024-05-21,B,Este,239
2024-11-15,A,Este,467
2024-02-07,A,Este,71
2024-10-19,E,Este,117
2024-05-18,C,Sur,234
2024-12-21,D,Este,59
2024-11-28,D,Sur,115
2024-09-15,C,Sur,313
2024-06-09,A,Centro,274
2024-06-26,A,Sur,172
2024-01-10,B,Sur,87
2024-09-17,E,Este,172
2024-05-17,E,Sur,367
2024-06-20,E,Oeste,205
2024-01-13,B,Este,443
2024-06-16,E,Norte,350
2024-05-09,C,Este,370
2024-03-24,B,Sur,116
2024-11-16,C,Oeste,442
2024-11-14,B,Este,182
2024-04-10,E,Oeste,411
2024-11-24,C,Norte,443
2024-09-29,C,Norte,189
2024-09-21,C,Centro,131
2024-02-07,B,Centro,107
2024-04-03,D,Este,198
2024-04-04,E,Centro,454
2024-10-31,C,Oeste,498
2024-03-09,D,Centro,180
2024-11-13,E,Oeste,118
2024-08-23,E,Centro,394
2024-11-29,C,Centro,299
2024-05-16,C,Centro,369
2024-03-16,B,Sur,226
2024-02-04,D,Sur,121
2024-01-01,D,Centro,66
2024-10-22,C,Oeste,378
2024-11-15,E,Este,209
2024-02-29,C,Norte,119
2024-11-15,E,Sur,162
2024-12-14,E,Centro,281
2024-11-23,C,Norte,70
2024-09-23,A,Sur,184
2024-12-26,D,Este,312
2024-08-16,E,Oeste,160
2024-09-26,E,Centro,295
2024-11-11,A,Este,332
2024-10-12,B,Sur,57
2024-10-17,A,Centro,333
2024-07-31,A,Norte,256
2024-06-13,E,Oeste,243
2024-01-05,D,Sur,96
2024-12-04,A,Oeste,391
2024-03-18,B,Centro,291
2024-03-02,C,Este,59
2024-05-11,A,Oeste,419
2024-03-29,A,Norte,338
2024-08-24,B,Sur,440
2024-02-11,D,Norte,180
2024-03-29,A,Oeste,319
2024-10-22,A,Este,477
2024-11-23,D,Este,351
2024-10-21,B,Norte,110
2024-04-13,A,Centro,213
2024-01-14,D,Centro,62
2024-10-14,A,Este,321
2024-06-27,C,Norte,257
2024-05-04,E,Norte,295
2024-12-18,C,Norte,182
2024-01-23,A,Oeste,293
2024-03-03,B,Centro,343
2024-05-22,E,Centro,483
2024-06-01,C,Oeste,87
2024-05-24,D,Sur,408
2024-08-12,B,Oeste,105
2024-11-04,C,Norte,368
2024-04-13,D,Oeste,425
2024-04-13,A,Norte,97
2024-02-08,D,Este,154
2024-07-16,C,Norte,108
2024-05-13,C,Centro,126
2024-03-07,A,Oeste,477
2024-06-27,D,Norte,267
2024-02-11,D,Sur,432
2024-01-15,A,Este,104
2024-04-20,D,Sur,104
2024-06-05,A,Sur,178
2024-10-15,B,Sur,441
2024-08-18,C,Este,432
2024-06-05,B,Este,437
2024-02-07,E,Este,134
2024-04-06,E,Este,263
2024-10-15,E,Sur,164
2024-09-10,A,Centro,486
2024-07-14,D,Centro,363
2024-03-26,B,Este,342
2024-11-17,B,Oeste,98
2024-01-10,B,Norte,116
2024-01-05,B,Oeste,324
2024-05-02,E,Oeste,178
2024-11-25,B,Oeste,78
2024-12-18,D,Centro,392
2024-04-27,E,Norte,82
2024-10-20,B,Oeste,168
2024-06-07,A,Este,229
2024-10-29,C,Centro,474
2024-08-15,C,Este,200
2024-12-30,C,Este,182
2024-08-03,E,Oeste,376
2024-07-02,B,Este,234
2024-01-15,E,Norte,183
2024-06-05,D,Este,226
2024-05-15,A,Oeste,71
2024-09-17,A,Este,290
2024-06-05,C,Centro,126
2024-02-16,C,Centro,253
2024-11-19,C,Centro,53
2024-11-27,B,Sur,377
2024-06-21,D,Centro,497
2024-05-09,D,Centro,214
2024-04-04,D,Sur,464
2024-04-24,D,Centro,470
2024-08-30,C,Oeste,177
2024-10-18,A,Centro,94
2024-10-08,C,Centro,267
2024-10-25,D,Sur,284
2024-10-09,C,Oeste,185
2024-03-09,D,Este,217
2024-05-27,E,Norte,286
2024-01-11,A,Oeste,142
2024-09-10,E,Este,54
2024-11-25,B,Oeste,205
2024-12-25,C,Este,294
2024-02-07,B,Este,409
2024-05-13,C,Oeste,130
2024-07-18,E,Sur,296
2024-01-23,D,Oeste,392
2024-10-29,D,Oeste,186
2024-12-11,C,Este,435
2024-10-28,D,Norte,112
2024-12-28,E,Este,356
2024-08-05,D,Centro,165
2024-05-20,E,Oeste,162
2024-04-13,B,Oeste,80
2024-07-28,E,Sur,56
2024-04-20,A,Este,463
2024-04-13,A,Sur,491
2024-11-11,A,Oeste,52
2024-06-19,C,Este,356
2024-12-21,C,Este,292
2024-11-19,C,Centro,105
2024-05-12,E,Centro,122
2024-10-19,C,Norte,59
2024-11-23,B,Centro,110
2024-05-06,A,Este,99
2024-04-15,E,Centro,171
2024-04-01,A,Norte,224
2024-10-13,C,Oeste,50
2024-02-20,E,Centro,490
2024-01-29,D,Este,87
2024-10-22,B,Oeste,239
2024-10-23,C,Este,128
2024-08-01,C,Oeste,394
2024-09-23,B,Este,387
2024-09-13,B,Centro,498
2024-10-28,D,Centro,239
2024-04-10,C,Norte,233
2024-12-11,C,Oeste,116
2024-04-19,A,Norte,66
2024-06-30,E,Sur,432
2024-11-08,E,Centro,417
2024-01-01,A,Oeste,441
2024-11-14,E,Norte,365
2024-02-24,B,Norte,345
2024-05-28,E,Sur,258
2024-11-04,E,Norte,394
2024-05-16,A,Este,495
2024-07-20,D,Centro,90
2024-11-08,E,Norte,445
2024-04-26,E,Norte,164
2024-06-02,D,Sur,149
2024-10-17,A,Este,422
2024-03-03,D,Norte,487
2024-08-31,A,Centro,394
2024-01-25,B,Centro,398
2024-03-30,A,Norte,188
2024-03-15,B,Este,365
2024-10-20,B,Centro,373
2024-07-28,A,Centro,383
2024-12-12,C,Este,351
2024-01-17,A,Este,343
2024-05-07,E,Norte,494
2024-12-29,E,Oeste,66
2024-09-07,C,Sur,371
2024-06-27,B,Oeste,341
2024-06-30,C,Oeste,123
2024-05-31,E,Centro,312
2024-01-25,C,Este,65
2024-06-28,A,Centro,63
2024-07-16,C,Sur,385
2024-12-09,B,Norte,330
2024-06-09,A,Sur,410
2024-06-25,D,Centro,53
2024-10-11,E,Centro,462
2024-03-03,E,Centro,176
2024-05-29,C,Centro,361
2024-06-02,A,Oeste,55
2024-06-04,D,Norte,178
2024-02-18,A,Oeste,472
2024-12-02,E,Centro,434
2024-03-24,A,Este,420
2024-12-26,D,Oeste,281
2024-06-25,C,Centro,496
2024-05-27,B,Centro,362
2024-04-27,A,Norte,244
2024-12-07,B,Sur,114
2024-03-03,E,Oeste,370
2024-07-07,C,Oeste,152
2024-12-25,C,Oeste,326
2024-02-18,A,Centro,207
2024-11-22,C,Norte,273
2024-09-13,A,Centro,338
2024-08-11,A,Centro,481
2024-05-20,B,Este,327
2024-08-02,C,Norte,231
2024-07-29,A,Oeste,415
2024-11-13,B,Sur,53
2024-02-01,D,Oeste,264
2024-06-06,B,Centro,488
2024-10-11,B,Norte,477
2024-10-31,A,Norte,266
2024-10-12,E,Norte,445
2024-05-23,E,Este,258
2024-01-19,E,Oeste,123
2024-01-18,B,Este,276
2024-09-13,A,Sur,424
2024-03-18,C,Centro,485
2024-06-23,B,Este,142
2024-07-12,B,Este,114
2024-04-22,A,Centro,370
2024-04-23,D,Norte,59
2024-08-09,B,Centro,451
2024-06-14,D,Oeste,352
2024-11-14,D,Centro,371
2024-05-11,E,Norte,354
2024-09-20,A,Centro,327
2024-02-24,D,Este,135
2024-12-24,A,Sur,75
2024-05-10,E,Este,267
2024-10-14,A,Sur,442
2024-09-22,B,Centro,454
2024-06-10,D,Oeste,144
2024-03-27,A,Centro,293
2024-02-24,C,Norte,496
2024-10-14,A,Centro,156
2024-06-26,D,Sur,439
2024-12-14,E,Este,297
2024-01-08,E,Oeste,63
2024-11-16,D,Centro,210
2024-11-08,B,Centro,120
2024-09-03,B,Este,201
2024-11-18,E,Oeste,124
2024-09-11,E,Centro,425
2024-11-23,D,Centro,264
2024-02-23,B,Sur,417
2024-09-05,E,Sur,100
2024-08-26,B,Norte,435
2024-08-16,E,Este,192
2024-03-07,A,Oeste,468
2024-02-20,C,Centro,85
2024-04-06,A,Centro,423
2024-04-01,E,Norte,216
2024-09-20,C,Centro,285
2024-10-17,C,Este,309
2024-04-05,E,Norte,241
2024-03-28,E,Este,251
2024-03-18,B,Norte,311
2024-10-14,E,Centro,234
2024-04-29,D,Norte,207
2024-10-28,E,Sur,295
2024-06-13,D,Oeste,159
2024-06-30,E,Centro,148
2024-08-10,B,Oeste,290
2024-11-06,D,Centro,251
2024-01-07,A,Oeste,171
2024-11-25,D,Sur,166
2024-09-19,B,Oeste,145
2024-06-09,D,Norte,283
2024-05-30,E,Oeste,116
2024-03-25,E,Centro,425
2024-05-26,B,Este,267
2024-04-21,C,Oeste,64
2024-02-05,E,Oeste,322
2024-10-11,A,Oeste,268
2024-07-06,B,Centro,323
2024-03-22,D,Oeste,420
2024-01-02,D,Centro,196
2024-10-29,A,Centro,381
2024-07-15,E,Este,393
2024-01-11,B,Norte,201
2024-08-21,A,Centro,396
2024-07-13,E,Sur,353
2024-04-28,B,Oeste,463
2024-01-20,D,Sur,64
2024-09-17,B,Oeste,480
2024-10-19,C,Este,428
2024-09-12,B,Centro,432
2024-08-09,C,Norte,477
2024-08-13,B,Centro,403
2024-02-22,C,Oeste,460
2024-12-20,D,Norte,133
2024-12-07,E,Centro,241
2024-12-29,C,Norte,90
2024-10-06,C,Oeste,401
2024-03-21,D,Este,373
2024-07-20,C,Este,310
2024-06-06,A,Centro,358
2024-04-29,D,Sur,427
2024-02-28,A,Oeste,185
2024-08-02,D,Centro,327
2024-05-07,C,Centro,155
2024-08-11,A,Este,56
2024-07-27,C,Norte,455
2024-04-24,D,Oeste,351
2024-07-27,C,Norte,79
2024-01-14,A,Oeste,175
2024-01-09,A,Sur,406
2024-02-09,C,Este,449
2024-08-24,B,Sur,128
2024-10-07,D,Centro,438
2024-12-24,D,Este,116
2024-07-19,C,Centro,72
2024-09-02,B,Sur,238
2024-10-04,A,Oeste,123
2024-08-22,E,Centro,54
2024-01-04,E,Norte,456
2024-06-02,C,Oeste,131
2024-01-29,B,Oeste,74
2024-04-18,B,Sur,313
2024-04-07,D,Sur,454
2024-08-02,A,Este,51
2024-10-19,B,Este,327
2024-03-15,E,Norte,377
2024-11-21,A,Oeste,392
2024-05-25,A,Norte,273
2024-05-07,C,Norte,121
2024-12-06,B,Sur,117
2024-02-11,C,Norte,369
2024-12-21,B,Norte,143
2024-02-10,D,Centro,68
2024-02-03,C,Este,177
2024-01-17,C,Este,392
2024-06-13,E,Oeste,131
2024-06-01,C,Este,303
2024-03-16,B,Oeste,486
2024-03-27,E,Centro,270
2024-04-26,C,Este,392
2024-12-27,C,Centro,146
2024-12-07,D,Este,101
2024-01-27,C,Este,224
2024-11-08,A,Centro,387
2024-10-13,E,Norte,231
2024-05-13,A,Norte,477
2024-08-06,E,Norte,402
2024-06-16,D,Norte,440
2024-04-07,C,Este,164
2024-09-24,C,Sur,397
2024-08-24,C,Centro,50
2024-11-04,E,Sur,112
2024-06-21,C,Sur,297
2024-07-08,A,Oeste,280
2024-05-01,C,Norte,275
2024-02-15,D,Este,472
2024-03-04,A,Norte,68
2024-05-09,C,Norte,80
2024-11-05,C,Sur,382
2024-12-28,B,Oeste,170
2024-07-11,E,Norte,73
2024-11-02,A,Centro,374
2024-06-29,B,Centro,260
2024-10-18,D,Norte,498
2024-10-08,E,Sur,210
2024-01-29,A,Sur,304
2024-05-28,C,Este,108
2024-09-23,A,Oeste,163
2024-10-22,C,Sur,466
2024-01-11,E,Este,209
2024-06-12,C,Centro,492
2024-04-22,D,Centro,269
2024-07-05,C,Centro,406
2024-10-21,D,Norte,218
2024-08-19,E,Oeste,61
2024-08-14,E,Este,291
2024-11-05,A,Oeste,424
2024-04-07,D,Norte,188
2024-02-24,D,Este,146
2024-04-20,B,Este,196
2024-05-31,B,Sur,231
2024-09-02,B,Oeste,106
2024-03-09,C,Oeste,91
2024-11-07,B,Sur,403
2024-10-15,D,Centro,248
2024-09-06,C,Norte,80
2024-02-05,E,Oeste,229
2024-08-26,A,Sur,51
2024-05-27,B,Este,471
2024-08-14,E,Sur,337
2024-08-31,D,Centro,187
2024-12-02,A,Norte,154
2024-12-30,E,Centro,441
2024-07-19,A,Este,267
2024-06-02,B,Este,271
2024-03-13,D,Este,380
2024-07-19,A,Este,154
2024-10-22,E,Sur,453
2024-01-17,B,Este,453
2024-05-08,B,Este,176
2024-08-04,E,Sur,314
2024-03-01,E,Este,249
2024-04-13,A,Centro,301
2024-02-11,C,Centro,64
2024-01-25,B,Oeste,275
2024-02-08,A,Centro,402
2024-10-17,E,Norte,154
2024-05-10,A,Norte,282
2024-08-16,E,Norte,368
2024-04-17,D,Sur,268
2024-06-20,E,Centro,326
2024-04-11,E,Norte,310
2024-12-19,E,Oeste,430
2024-01-12,C,Sur,468
2024-10-01,E,Oeste,390
2024-04-10,B,Centro,418
2024-02-13,B,Este,481
2024-10-31,A,Oeste,385
2024-01-17,C,Este,239
2024-11-25,A,Sur,421
2024-02-26,B,Oeste,468
2024-11-06,B,Oeste,247
2024-10-29,D,Sur,402
2024-01-12,E,Sur,326
2024-11-13,B,Norte,385
2024-03-20,A,Centro,88
2024-08-03,A,Oeste,211
2024-12-04,E,Oeste,170
2024-09-20,E,Sur,429
2024-05-28,D,Sur,448
2024-03-21,C,Centro,311
2024-08-02,A,Sur,499
2024-07-16,E,Este,265
2024-07-18,A,Este,361
2024-01-25,E,Este,98
2024-03-29,B,Este,141
2024-09-24,A,Centro,178
2024-05-22,B,Oeste,370
2024-02-28,A,Este,77
2024-12-30,C,Sur,405
2024-01-26,D,Este,197
2024-02-16,B,Centro,481
2024-10-14,E,Sur,377
2024-09-22,C,Este,114
2024-01-16,A,Oeste,267
2024-07-17,B,Sur,100
2024-10-08,A,Sur,476
2024-03-26,A,Oeste,354
2024-09-06,A,Sur,458
2024-09-26,D,Este,123
2024-11-30,D,Sur,474
2024-04-26,E,Este,248
2024-01-07,B,Oeste,241
2024-05-16,C,Norte,238
2024-06-24,C,Oeste,61
2024-11-23,C,Este,288
2024-11-10,A,Centro,409
2024-08-02,D,Oeste,130
2024-03-22,B,Centro,432
2024-08-10,A,Centro,319
2024-04-12,D,Este,339
2024-09-29,D,Este,97
2024-01-14,B,Norte,366
2024-06-07,B,Sur,258
2024-05-31,B,Oeste,84
2024-04-17,A,Este,168
2024-07-06,E,Oeste,114
2024-10-27,B,Centro,364
2024-04-07,E,Sur,291
2024-05-10,A,Norte,85
2024-10-19,E,Oeste,301
2024-06-19,C,Sur,452
2024-07-01,E,Norte,292
2024-12-29,B,Oeste,91
2024-02-08,A,Sur,118
2024-01-15,B,Este,452
2024-01-04,C,Oeste,156
2024-12-14,B,Sur,88
2024-07-28,B,Norte,118
2024-06-09,B,Sur,229
2024-01-16,D,Este,61
2024-04-17,C,Oeste,388
2024-11-06,B,Oeste,480
2024-08-14,B,Oeste,253
2024-06-18,B,Este,85
2024-02-03,A,Norte,175
2024-09-07,D,Oeste,112
2024-09-03,A,Norte,381
2024-09-25,D,Sur,131
2024-05-20,B,Norte,356
2024-09-30,C,Norte,348
2024-04-05,E,Oeste,83
2024-08-14,E,Centro,289
2024-02-08,B,Centro,146
2024-10-28,A,Este,98
2024-01-29,C,Este,195
2024-11-13,D,Centro,174
2024-09-01,B,Sur,238
2024-08-23,C,Oeste,106
2024-07-03,C,Oeste,398
2024-09-28,D,Sur,158
2024-08-23,C,Sur,54
2024-08-26,A,Centro,73
2024-09-22,A,Este,270
2024-12-24,A,Sur,497
2024-12-05,C,Este,364
2024-03-05,A,Norte,343
2024-06-25,D,Oeste,466
2024-01-03,C,Centro,59
2024-05-21,E,Oeste,214
2024-06-06,C,Centro,264
2024-11-19,D,Norte,175
2024-05-25,E,Oeste,316
2024-10-19,C,Norte,329
2024-06-01,A,Centro,137
2024-07-11,B,Sur,163
2024-03-13,B,Oeste,70
2024-10-31,A,Norte,197
2024-12-09,B,Oeste,294
2024-05-19,B,Oeste,315
2024-07-05,A,Oeste,266
2024-10-19,A,Este,480
2024-03-01,C,Norte,289
2024-07-16,C,Norte,480
2024-10-21,A,Oeste,448
2024-11-14,D,Sur,477
2024-10-28,B,Oeste,281
2024-12-09,C,Este,281
2024-01-11,B,Centro,291
2024-03-02,E,Este,239
2024-11-28,A,Sur,439
2024-08-13,D,Oeste,278
2024-06-01,E,Norte,115
2024-07-17,E,Oeste,427
2024-02-21,E,Sur,437
2024-09-16,A,Norte,328
2024-02-28,C,Este,318
2024-03-12,A,Centro,258
2024-05-27,C,Centro,464
2024-12-14,E,Oeste,65
2024-03-03,E,Este,346
2024-11-05,D,Sur,269
2024-08-30,C,Centro,306
2024-11-25,E,Este,416
2024-04-16,B,Oeste,317
2024-08-13,D,Norte,278
2024-11-08,A,Oeste,168
2024-08-05,D,Oeste,489
2024-08-28,B,Este,227
2024-09-15,C,Centro,69
2024-09-18,A,Este,499
2024-01-05,A,Norte,85
2024-09-17,C,Este,384
2024-02-23,D,Sur,471
2024-02-16,E,Oeste,455
2024-08-02,D,Centro,157
2024-06-25,B,Norte,238
2024-01-09,E,Oeste,227
2024-04-08,D,Este,145
2024-01-20,C,Sur,364
2024-08-28,B,Este,69
2024-03-01,B,Oeste,213
2024-06-26,B,Norte,431
2024-12-03,E,Centro,146
2024-03-02,A,Oeste,192
2024-05-24,E,Norte,111
2024-08-03,D,Oeste,291
2024-01-03,A,Sur,287
2024-06-08,D,Este,180
2024-08-14,A,Centro,142
2024-09-25,E,Norte,140
2024-04-29,B,Centro,182
2024-03-29,C,Centro,172
2024-11-24,B,Centro,489
2024-03-08,E,Norte,464
2024-12-22,A,Norte,391
2024-04-07,B,Centro,468
2024-09-23,E,Este,167
2024-04-14,D,Oeste,247
2024-11-18,C,Centro,331
2024-05-02,B,Sur,423
2024-01-29,A,Centro,50
2024-05-16,D,Norte,260
2024-07-13,E,Oeste,312
2024-08-13,C,Sur,469
2024-11-27,A,Oeste,381
2024-06-18,E,Oeste,261
2024-01-09,E,Sur,136
2024-02-09,B,Centro,202
2024-01-25,B,Centro,399
2024-09-17,A,Centro,236
2024-08-13,E,Este,110
2024-05-03,B,Centro,334
2024-02-07,C,Sur,144
2024-11-23,C,Este,323
2024-09-07,E,Centro,90
2024-06-24,B,Este,196
2024-03-30,A,Sur,295
2024-02-06,A,Centro,181
2024-11-11,A,Norte,498
2024-06-24,C,Sur,346
2024-10-10,B,Oeste,172
2024-03-21,B,Oeste,192
2024-04-23,C,Sur,231
2024-02-09,A,Oeste,241
2024-10-27,A,Sur,448
2024-08-11,E,Norte,256
2024-11-13,D,Sur,483
2024-12-14,B,Centro,280
2024-04-24,B,Centro,71
2024-07-04,B,Este,451
2024-11-18,D,Oeste,129
2024-02-25,E,Oeste,179
2024-02-09,D,Sur,341
2024-12-19,A,Oeste,325
2024-02-09,A,Centro,449
2024-12-12,B,Norte,372
2024-08-24,C,Sur,425
2024-10-15,B,Oeste,463
2024-09-18,C,Centro,104
2024-08-03,D,Este,115
2024-05-26,A,Oeste,276
2024-12-01,C,Norte,75
2024-06-16,D,Norte,490
2024-04-01,A,Oeste,302
2024-12-18,C,Oeste,246
2024-02-28,B,Centro,179
2024-02-28,B,Oeste,292
2024-10-30,B,Este,361
2024-06-17,D,Centro,261
2024-09-25,B,Sur,239
2024-12-28,E,Este,339
2024-02-14,A,Centro,275
2024-12-10,D,Centro,295
2024-06-29,B,Norte,105
2024-06-18,A,Centro,104
2024-12-21,C,Este,325
2024-07-09,B,Oeste,355
2024-06-03,A,Este,458
2024-07-06,E,Sur,389
2024-01-07,C,Centro,202
2024-05-12,E,Centro,102
2024-08-22,A,Centro,447
2024-02-14,E,Centro,493
2024-11-09,A,Norte,160
2024-09-05,A,Norte,476
2024-01-31,E,Oeste,495
2024-01-23,A,Centro,253
2024-06-08,B,Sur,161
2024-12-28,A,Oeste,374
2024-06-06,D,Centro,496
2024-02-08,A,Norte,307
2024-03-22,D,Sur,487
2024-12-21,A,Oeste,65
2024-09-14,A,Sur,488
2024-07-24,E,Centro,399
2024-03-17,B,Este,476
2024-01-12,B,Sur,494
2024-10-21,C,Sur,215
2024-08-11,E,Norte,350
2024-01-13,E,Centro,431
2024-02-15,B,Sur,484
2024-06-03,E,Centro,475
2024-04-22,B,Norte,329
2024-08-20,E,Centro,420
2024-01-17,A,Norte,207
2024-12-25,B,Norte,470
2024-08-10,B,Oeste,298
2024-12-19,D,Centro,428
2024-07-06,E,Este,230
2024-12-09,E,Oeste,240
2024-12-30,B,Norte,188
2024-06-11,A,Este,127
2024-11-21,A,Sur,456
2024-03-14,A,Sur,422
2024-08-20,E,Oeste,385
2024-08-11,D,Este,99
2024-11-14,B,Centro,134
2024-02-29,C,Este,232
2024-11-30,D,Oeste,232
2024-08-09,C,Centro,53
2024-02-06,D,Centro,487
2024-10-04,A,Sur,366
2024-07-14,E,Este,160
2024-12-17,C,Centro,383
2024-08-29,D,Oeste,388
2024-11-19,E,Sur,300
2024-08-06,C,Centro,182
2024-07-10,B,Este,149
2024-01-17,D,Sur,451
2024-01-12,B,Este,221
2024-07-11,A,Este,336
2024-01-22,B,Este,168
2024-04-29,B,Sur,399
2024-07-28,D,Centro,454
2024-11-01,A,Norte,224
2024-09-26,B,Centro,79
2024-07-10,E,Sur,104
2024-06-23,C,Norte,410
2024-10-11,B,Norte,245
2024-07-22,A,Norte,90
2024-06-12,B,Oeste,222
2024-09-07,C,Sur,379
2024-08-14,A,Oeste,268
2024-01-07,D,Norte,257
2024-01-29,A,Oeste,207
2024-02-02,D,Oeste,382
2024-05-13,A,Sur,277
2024-03-19,C,Este,134
2024-02-27,C,Oeste,222
2024-01-26,A,Oeste,294
2024-08-13,B,Norte,409
2024-10-11,C,Norte,222
2024-01-04,D,Norte,384
2024-04-08,D,Centro,261
2024-02-08,E,Oeste,133
2024-09-27,D,Norte,222
2024-10-11,E,Sur,232
2024-06-05,A,Centro,492
2024-03-15,A,Este,182
2024-10-14,A,Oeste,429
2024-05-09,B,Oeste,337
2024-06-23,B,Sur,311
2024-03-24,E,Este,399
2024-01-22,D,Este,331
2024-01-27,D,Centro,342
2024-07-13,A,Oeste,318
2024-12-02,C,Norte,398
2024-08-23,B,Sur,246
2024-04-01,B,Sur,74
2024-01-21,A,Sur,190
2024-10-29,B,Sur,272
2024-12-22,A,Norte,69
2024-03-24,E,Norte,296
2024-09-18,D,Centro,377
2024-05-26,C,Oeste,493
2024-09-13,D,Norte,250
2024-02-27,D,Centro,454
2024-01-15,E,Este,164
2024-06-10,B,Oeste,432
2024-06-11,C,Norte,238
2024-11-15,B,Este,75
2024-10-07,D,Centro,103
2024-10-06,A,Norte,219
2024-01-12,D,Norte,444
2024-09-30,B,Este,470
2024-09-27,D,Norte,430
2024-07-26,A,Sur,60
2024-01-27,E,Norte,76
2024-03-12,B,Oeste,399
2024-02-29,D,Este,132
2024-05-24,B,Oeste,339
2024-04-02,E,Centro,87
2024-11-04,D,Oeste,494
2024-01-08,D,Sur,136
2024-03-19,B,Sur,486
2024-01-27,B,Oeste,370
2024-06-22,A,Centro,436
2024-02-19,E,Norte,205
2024-07-17,A,Sur,447
2024-12-14,D,Oeste,357
2024-06-29,B,Oeste,335
2024-01-24,D,Oeste,235
2024-11-11,D,Norte,231
2024-02-15,C,Este,418
2024-01-15,C,Centro,192
2024-06-01,D,Este,471
2024-08-09,B,Centro,255
2024-07-24,D,Centro,191
2024-09-29,C,Oeste,234
2024-08-23,B,Sur,492
2024-12-05,D,Oeste,290
2024-08-15,E,Norte,57
2024-01-09,E,Centro,121
2024-06-14,D,Sur,452
2024-11-14,B,Centro,337
2024-08-01,D,Centro,144
2024-04-26,D,Oeste,206
2024-12-09,C,Sur,90
2024-03-12,E,Sur,380
2024-03-04,C,Centro,350
2024-07-23,C,Sur,318
2024-07-27,D,Sur,204
2024-03-12,C,Oeste,324
2024-10-03,E,Este,203
2024-09-30,C,Norte,102
2024-11-15,E,Este,228
2024-12-03,C,Sur,470
2024-04-04,E,Centro,289
2024-06-14,C,Norte,186
2024-02-01,C,Norte,304
2024-01-11,B,Centro,273
2024-10-27,E,Norte,229
2024-08-04,E,Centro,231
2024-10-15,E,Norte,308
2024-04-11,A,Este,292
2024-09-23,C,Norte,145
2024-08-01,E,Oeste,246
2024-06-27,A,Centro,441
2024-03-28,B,Norte,63
2024-02-10,E,Centro,169
2024-03-16,E,Oeste,436
2024-02-15,A,Norte,457
2024-06-08,C,Norte,318
2024-03-20,B,Oeste,220
2024-11-05,E,Oeste,462
2024-03-26,C,Oeste,121
2024-04-01,B,Centro,228
2024-05-27,D,Oeste,219
2024-06-09,D,Centro,208
2024-07-20,B,Este,496
2024-08-29,A,Norte,203
2024-12-18,B,Norte,451
2024-01-02,B,Sur,131
2024-08-12,A,Este,106
2024-10-15,A,Oeste,56
2024-08-20,C,Oeste,161
2024-03-17,C,Este,97
2024-04-25,A,Oeste,129
2024-06-02,D,Sur,424
2024-04-12,D,Centro,425
2024-07-12,B,Norte,365
2024-06-14,E,Este,82
2024-12-24,B,Norte,164
2024-03-30,B,Centro,433
2024-06-22,E,Este,52
2024-05-01,A,Centro,53
2024-05-22,D,Oeste,405
2024-04-15,B,Oeste,309
2024-10-31,E,Oeste,91
2024-12-25,C,Centro,58
2024-11-12,B,Centro,356
2024-05-02,D,Centro,194
2024-01-09,A,Norte,450
2024-09-18,B,Centro,146
2024-03-13,B,Oeste,325
2024-12-24,E,Sur,191
2024-08-10,C,Centro,327
2024-02-10,C,Sur,485
2024-07-22,A,Oeste,76
2024-09-20,D,Centro,92
2024-11-23,A,Norte,180
2024-06-26,B,Norte,265
2024-12-13,B,Sur,143
2024-11-13,C,Norte,57
2024-03-24,D,Norte,135
2024-11-13,E,Norte,394
2024-04-20,D,Oeste,187
2024-09-07,B,Norte,418
2024-01-07,E,Este,462
2024-03-24,D,Centro,473
